"DZA","AND","ATG","ARG","AUS","AUT","BGD","BRB","BEL","BRA","VGB","BGR","MMR","BLR","CAN","LKA","CHL","CHN","COL","CRI","HRV","CUB","CYP","CZE","DNK","DMA","DOM","SLV","EST","FIN","FRA","GAB","DEU","GRC","GTM","HKG","HUN","ISL","IDN","IRN","IRL","ISR","ITA","CIV","JPN","KEN","PRK","KOR","LVA","LTU","LUX","MAC","MDG","MWI","MYS","MLI","MLT","MEX","MNG","MAR","NLD","ANT","NCL","NZL","NIC","NGA","NIU","NOR","PAK","PAN","PNG","PER","PHL","POL","PRT","ROU","RUS","KNA","LCA","SAU","SEN","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SWE","CHE","THA","TTO","ARE","TUN","TUR","TKM","UGA","UKR","EGY","GBR","USA","BFA","URY","VEN","SCG","ZMB","BOL","ECU","SLB","COK","FJI","PYF","DJI","KIR","MDV","MUS","VUT","NFK","PCN","TON","LBN","CMR","COD","RWA","GHA","HTI","HND","OMN","PRY","SYR","GRL","JAM","LBR","BIH","JOR","KAZ","BTN","GMB","MOZ","TCD","GIN","SDN","TZA","AGO","BHR","CPV","CAF","COM","COG","BEN","ETH","KWT","MRT","NER","GNB","QAT","TGO","YEM","ALB","BDI","KHM","ERI","GIB","GUY","IRQ","LAO","LBY","MDA","NPL","TJK","MKD","UZB","GRD","VCT","SYC","SOM","BHS","GEO","NRU","WSM","AZE","KGZ","AFG","BRN","GNQ","ARM","MSR","SLE","BMU","BLZ","CYM","FSM"
"PHL",0,0,0,3.563,49.219,1462.395,0,0,7.073,492.214,0,0,0,12.1,1559.488,0,0,7634.736,1.697,0,0,0,0,163.672,57.229,0,0,0,1.224,1265.085,53.764,0,20114.164,0,0,8242.832,756,0,106.361,0,10.991,59,137.445,0,20668.986,0,0,1977.949,0,0,0,0,0,0,5457.524,0,0,440.974,0,0,2433.947,0,0,92.272,0,0,0,170.11,0,0,0,0,0,1706,6.466,1,0,0,0,0,0,16.852,4868.117,28.782,2.333,10.38,94.71,0,604.747,0,735.75,105.576,0,0,0,275.058,0,0,2.719,0,39774.027,34748.603,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"POL",0,0,0,0,0,0,0,0,499,0,0,0,0,1.6,75.155,0,0,0,0,0,0,0,0,7.414,2.7,0,0,0,0,31.797,113,0,135,0,0,0,0,0,0,0,0,0,4.052,0,0,0,0,0,0,8.444,0,0,0,0,0,0,0,0.843,0,0,1368.578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,78.341,0,0,0,0,0,0,0,0,1.49,0,0,0,0,3.034,0,0,0,0,0,0,0,5.429,0,2.941,622.968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRT",0,0,0,0,0,0,0,0,3.985,1.797,0,0,0,0,0,0,0,0,0,0,5.583,0,0,0,1.191,0,0,0,0,4.18,304.15,0,1582.714,0,0,20.319,158,0,0,0,0,0,1.245,0,6.706,0,0,0,0,0,0,0,0,0,7.137,0,0,0,0,1.586,15.795,0,0,0,0,0,0,1.759,0,0,0,0,0,0,0,0,0,0,0,0,0,84.183,9.272,0,0,0,3.196,0,4.073,11.008,11.404,0,0,0,0,9.464,0,0,0,0,1.389,8.364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.982,0,0,0,0,1.811,0,9.992,0,0,0,0,0,0,0,6.728,1.502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10.107,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.937,0,0,0,0,0,0,0,0.651,0,0,0,0,0,0,0,0,0,0,1.764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RUS",20.488,0,0,0,10.502,48.622,0,0,1.474,0,0,0,0,424.1,14.1,0,0,93.003,0,0,0,0,0,30869.274,2.6,0,0,0,0,0.855,9.9,0,1130.058,34.071,0,10.485,2,0,0,1.594,0.546,26.752,38.852,0,35.143,63.343,0,10.385,0,2.291,0,0,0,0,0,0,0,2.29,30.85,0,60.029,0,0,0,0,0,0,0,0,0,0,0,0,2640.395,0,0,0,0,0,0,0,279.958,1.199,0.637,3.301,0,0,0,6.287,2.604,18.11,1.219,0,1692.205,0,0,10.991,0,96.741,0,29.458,134.411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.524,0,0,0,0,0,0,0,0,0,2.415,0,0.537,0,0,0,0,0,0,0,0,0,0,1.199,1.383,0,0,0,0,0,0,0,0,0,0
"KNA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAU",0,0,0,0,0,2.941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.431,0,0,0,0,0,0,0,0,0,1.646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IND",0,0,0,56.08,1887.192,0,0.831,0,4.767,0,0,0,0,0,272.261,14.877,8.062,18.195,14.239,0,0,0,0,0,19.928,0,0,0,0,0,15.859,0,1093.102,0,0,72.384,4.052,0,3.753,0,0,7.411,755.849,0,2486.614,623.77,2.168,268.058,1.754,0,0,0,0,0,154.168,15.856,4.214,6.479,0,0,42.148,0,0,4.252,0,9.64,0,59.835,0,0,0,0,444.978,2.158,6.021,0,0,0,0,376.864,198.679,0,293.114,0,9.821,0,250.045,22.691,1676.57,6.21,43.371,3.063,0,346.495,0,16.438,0,13.328,0,290.451,270.236,5755.773,0,0,7.947,0,0,0,0,0,0,0,0,0,0,0,3.546,0,0,0,0,0.569,0,0,0,0,0,0,2.233,0,0,0,0,0,0,17.15,0,28.366,0,0,0,0,0,37.503,0,20.037,0,0,0,0,0,0,2.566,0,0,0,2.168,0,0,0,0,0,0,0,0,0,0,0,0,82.233,0,0,0,0,0,0,0,0,0,0,0,0,0,0.957,0,0,0,0,0,0,0,0,0
"SGP",2.937,1.117,0,233.442,624.992,3.676,98.096,0,86.032,204.961,0,1.088,7.185,0,1800.802,4.004,0,1666.201,0,0,0,0,0,17.874,77.465,0,60.406,0,0,360.778,161.397,0,16630.794,3.664,0,6572.903,101.139,0,82.039,22.767,146.278,158.452,39.638,0,2401.126,1.515,0,2594.948,0,0,24.853,0,0.639,0,36506.354,0,0.525,444.021,0,0,24.897,0,0,123.936,0,0,0,130.69,21.506,0,0.929,0.596,5465.227,49.495,12.992,9.447,3.722,0,0,47.271,0,1315.484,0,6.953,142.924,3.146,60.754,0,68.847,14.011,311.394,10957.236,0,38.04,0.788,19.285,0,0,0.969,1.199,948.116,19071.666,0,0,0,7,0,0,0,0,0,0,0,0,0,39.731,10.438,0,0,0,0,0,0,0,0,0,0,0,0,0,13.739,0,0,0,0,2.557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.603,0,0,0,0,0,0,0,8.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0
"SVK",0,0,0,0,0,3.406,0,0,8.073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.561,0,0,0,0,0,0,0,0,57.13,0,0,0,21,0,0,0,0,0,0,0,14.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.961,0,0,0,0,0,0,0,0,0,0,0,0,34.487,0,0,0,0,0,0,0,0,0,0,0,3.146,3.637,0,4.364,0,0,0,0,0,0,0,0,0,0,0,24.05,1.543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VNM",0,0,0,0,0,21.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVN",0,0,0,0,0,252.088,0,0,0.652,0,0,0,0,0,0.562,0,0,0,0,0,27.177,0,0,3.408,0,0,0,0,0,0,0.649,0,69.694,0,0,0,0,0,0,0,0,0,1.737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54,2.898,0,0,0,0,0,0,0,0,0,0,0,1.93,1.088,0,0,0,0,0,0,0,0,0,0,5.574,48.513,0,0,0,3.253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZAF",0,0,0,0,46.499,8.361,0,0,0,0,0,0,0,0,3.748,0,12.058,0,0,0,0,0,0,5.894,0,0,0,0,0,0,11.686,0,180.675,0,0,2.076,0,0,0,0,0,0.818,0,0,0,12.692,0,1.862,0,0,0,0,3.462,18.777,0,1.006,0,0,0,0,12.304,0,0,0,0,0,0,0,0,0,0,0,1.943,31.948,0,0,3.031,0,0,0,0,0.948,0,0,0,0,0,143.892,1.035,7.115,0,0,0,0,0,0,0,4.949,0,0,218.764,21.176,0,0,0,0,6.181,0,0,0,0,0,0,0,0,0,6.039,0,0,0,0,0,0,0.752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.212,0,0,0,17.165,0.768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZWE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.571,0,0,0,0,0,8.986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP",92.823,1.489,0,51.386,1015.366,133.808,0,0,164.866,69.453,0,0,0,0,82.761,0,147.985,66.381,277.97,3.507,4.582,52.458,24.905,1.401,120.077,0,220.595,23.893,0,40.469,1746.373,0,9032.739,11.758,20.254,16.044,20.192,0,48.852,0,0,20.879,335.604,0.956,13.153,5.42,0,8.82,0,0,228.319,0,0,0,0,0,0,303.606,0,241.366,1108.975,0,0,0,0,0.651,0,33.495,0,488.119,0,58.516,0,30.711,1218.348,9.859,4.974,0,0,373.804,1.571,15.354,18.312,101.956,0,9.703,2324.733,10.006,0,57.141,1467.439,11.992,0,0,276.688,60.843,0,4.19,0,0,3900.764,4984.001,3317.006,19.773,9.609,1,0,1420.499,635.314,0,0,0,0,0,0,0,30.584,0,0,0,0,7.994,0,0,0,94.162,0,0,21.445,7.386,0,0,0,0,0,0,0,0,0,0,0,0,0,56.185,0,0,0,0,0,0,782.735,111.739,0,0,0,0,61.597,0,0,0,0,0,0,0,0,0,0,0,0,17.911,0,0,0,0,0,57.619,0,0,0,0,0,0,0,0,0,9.624,0,0,0,0,0,0,0
"SWE",32.501,0,0,8.585,13.023,335.419,0,0,76.343,71.292,0,1.061,0,0,1291.097,0.604,33.712,15.677,20.257,1.299,9.429,0,0,3.238,1989.403,0,0,0,44.024,3635.586,1435.751,0,2534.235,2.092,0,217.709,5,1.714,0,0,270.636,169.205,377.293,0,1278.457,5.975,0,28.034,24.158,25.269,0,0,0,0,193.915,0,37.013,40.41,0,0,446.6,0,0,0,10.737,0,0,1177.406,0,0,0,0,0,24.675,4.851,9,112.956,0,0,1.122,0,13.286,2.365,0.726,0,2.071,429.877,0,219.998,0,393.9,1.81,0,2.419,4.086,2.781,0,0,7.966,5.184,922.614,18702.612,0,7.074,0.644,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583,0,0,2.903,0,0,2.397,0,0,0,0,0,0,0,294.658,0,0.941,0,0,0,0,0,0,0,0.732,0,0,0,0,0.695,0,0,0,0,0,0,1.088,0,0,0,0,0,0,0,0,0,0,0,0,1.542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHE",6.878,0.862,0,7.689,61.604,630.982,0,0,69.825,31.46,0,4.643,0,0,305.211,32.515,11.001,119.016,4.492,0.742,16.389,0,0.717,75.389,58.804,0,0,2.102,0,78.554,1161.039,4.062,2259.544,12.625,0.769,9.886,312.277,0.693,3.195,7.31,7.784,31.965,1448.605,0.819,76.58,0,0,483.058,1.002,0,0,0,1.704,0,33.222,0,2.209,29.687,0,4.656,181.498,0,0,6.026,0,1.192,0,41.305,1.756,0,0,5.807,8.63,163.145,22.936,12.694,13.009,0,0,7.512,0,2.233,4.321,2.904,0,14.199,48.179,0,116.463,537.94,0,507.322,0,4.646,2.627,48.676,0,0,3.629,15.989,29887.685,42534.013,0,0,52.958,3.085,0,0,1.477,0,0,0,1.429,0,0,0,0,0,0,0,0,3.861,3.45,0,0,0,0,0,0,4.789,0,0,0,0,0,0,0,0,0,0,0,0.818,1.187,0,0,0,0,0,0,0,0,0,0,0,0.593,0,0,5.809,0,0,0,0,0,0,0,0,0,0,0,0,0,4.022,0,0,0,0,0,0,0,0,0,2.02,2.195,0,0,0,0,0,0,0,0,0,0
"THA",0,0,0,9.658,40.865,40.137,0,0,271.227,253.521,0,0,0.691,43.1,3370.736,0,0,852.991,0,0,0,0,0,63.275,0.82,0,0,0,0.59,31.878,469.517,0,5109.137,0.777,0,7330.099,100.767,0,4.166,0.831,1.544,70.413,37.603,0,16062.633,1.019,25.398,3938.815,0,0,0,0,0,0,9304.208,0,0,580.943,0,0,61.848,0,0,128.502,0,0,0,79.27,0,0,0,0,636.479,77.412,19.34,8,0,0,0,0,0,57.054,5045.485,8.259,0,5.995,47.277,0,55.134,3.427,1641.133,0,0,0,0,42.545,0,0,0,0,1905.783,13117.709,0,0,3.841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.897,0,0,0,0,0,6.331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.104,0,0,0,0,0,0,0,0.911,0,0,0,0,0,0,0.739,0,0,18.255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.958,0,0,0,0,0,0
"TUN",0,0,0,0,0,2.787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.633,0,0,0,0,0,0,0,0,0,0.871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15.593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUR",1.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.811,0,26.116,252.566,0,112.581,0,0,0,0,1.059,1,6.447,0,0,6.972,0,0,0,0,0,0,0,0,0,0,0,0,0,6.864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0.615,0,0,1.347,0.544,0,0,0,1.699,0,157.215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.865,0,0,0,0,0,0,0,0,0,0,0,0,2.643,2.532,0,0,0,0,0,0,2.27,0,0,0,0,0,0,0,0,0,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TKM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
