"ALB","DZA","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHR","BGD","BRB","BEL","BMU","BRA","VGB","BRN","BGR","MMR","BLR","KHM","CMR","CAN","CAF","LKA","CHL","CHN","COL","COG","COD","CRI","HRV","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","EST","FIN","FRA","PYF","GAB","DEU","GRC","GRL","GTM","GIN","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LBN","LVA","LTU","MAC","MDG","MWI","MYS","MLI","MLT","MUS","MEX","MDA","MAR","OMN","NPL","NLD","ANT","NZL","NIC","NER","NGA","NOR","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","QAT","ROU","RUS","RWA","SHN","KNA","LCA","STP","SAU","SEN","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SUR","SWE","CHE","SYR","TJK","THA","TTO","ARE","TUN","TUR","UGA","UKR","EGY","GBR","TZA","USA","BFA","URY","VEN","SCG","ZMB","BOL","SLB","CXR","CCK","COK","FJI","GHA","NRU","NCL","VUT","NFK","TON","WSM","CPV","ETH","LAO","LBY","MOZ","MKD","YEM","BHS","BDI","SYC","BLZ","CUB","GRD","SPM","VCT","MNG","BIH","SDN","DJI","ARM","TCD","COM","GNQ","GMB","MRT","GNB","TGO","WLF","MDV","UZB","ERI","GIB","AIA","TKM","GEO","KIR","LBR","FSM","PLW","ABW","NIU","BTN","AFG","CYM","GUY"
"LCA",0,0,0,0,0,0,0,0,0,0,0,0,0,1.507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.403,0,0,18,0.647,0,0,0,0,0,22.751,0,0,1.13,0,0,0,0,0,0,0,0,0,0,0,0,1.174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.286,0,5.711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.239,0,0,0,18.562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IND",0,0,0,0,0,0,0,6.665,3.868,0,28.117,0,0,0,0,0,0,0,0,0,0,0,10.556,0,2.089,0,0,0,0,0,0,0,2.041,0.775,0,9.331,0,0,0,0,0,0,29.265,0,0,231,0,0,0,0,0,0,6.482,0,0,10.531,17.752,0,17.004,428.54,0,0,0,0,0,7.48,0,0,0,0,0,0,0,0,0,0,53.118,0,0,1.064,20,0,0,0,0,37.246,0,4.041,0,0,0,10.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.134,0,0,0,12.054,0,0,0,0,0,0,0,0,207.563,0,0,6.784,0,13.093,0,0,0.728,0,4.812,98.785,0.997,1168.544,0,0,0,0,0,0,0,0,0,0,0,14.678,0,0,0,0,0,0,0,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SGP",0,0,0,0,0,0,56.41,1747.549,692.41,7.412,43.118,0,71.18,0,511.905,0,2447.412,1.69,374.337,5.973,28.557,0.861,881.537,0,42.842,2.76,1454.751,77.729,0,0,19.095,0,4.888,2.65,0,86.585,0,0,0,0,0,287.307,2894.125,5.387,0,67960,23.966,0,0,0,0,0,4838.308,31.596,7.765,287.378,34.519,213.033,2543.115,298.332,13.602,0,7472.12,59.324,6.464,14.764,2.492,3453.422,48.061,0,3.874,6.579,2.184,0,1.762,0,17626.953,0,0.66,21.174,519.999,0,0,3.541,77.941,1398.573,14.678,195.777,0,0,190.808,11.611,507.527,153.189,9.54,55.539,29.147,3252.104,700.944,12.835,10.071,0.92,1996.376,0,0,0,0,0,127.196,0,0,602.941,0,0,1293,6.085,1262.444,14.348,2931.584,0,321.926,175.97,10.397,0,12788.14,0,881.708,2.628,95.66,0,41.044,52.964,358.898,0,3292.104,0,27.041,0,0,0,0,0,4.367,0,0,1.72,2.662,0,4.708,0,0,0,0,0,0,31.573,2.687,0,0,0,0,0,5.232,0,0,0,0,0,20.638,0,27.173,0,0,0,1.059,0,0,0,0,0,0,31.526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVK",0,0,0,0,0,0,0,0,170.731,0,0,0,18.138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,582.796,0,0,0,0,0,0,0,0,5.502,0,0,88.807,0,0,0,0,0,0,0,7.139,0,0,0,0,12.635,36.269,0,0,67.85,0,0,0,0,0,0,31.399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.702,0,0,0,0,0,0,0,0,0,0,0,0,10.547,0,0,0,7.256,0,0,0,0,0,0,0,0,0,23.21,0,0,0,49.75,0,395.008,0,78.326,0,0,0,0,0,0,0,0,0,16.335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.669,0,3.235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VNM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,125.389,0,0,0,0,0,0,0,0,0,39.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVN",0,0,0,0,0,0,0.638,0,25.215,0,0,0,147.998,0,0,0,0,7.474,0,0,0,0,0,0,0,0,0,0,0,0,0,201.104,0,8.624,0,0,0,0,0,0,0,8.301,7.607,0,0,210.2,0,0,0,0,0,0,0,4.906,0,0,0,0,0,83.981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.895,0,0,0,6.41,0,0,0,0,0,0,0,0,0,0,13.256,0,0,124.796,0,0,0,0,8.542,0,0,4.679,0,78.889,0,39.898,0,1.839,0,679.397,0,2.352,0,0,0,2.854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.528,0,0,0,0,0,0,0,0,0,0,40.455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZAF",0,0,0,125.346,0,0,0,688.117,32.539,0,0,0,430.737,0,13.909,0,0,2.466,0,0,0,12.471,6.688,0,0,5.763,0.954,0,7.349,25.496,0,0,19.645,24.026,0,1.226,0,0,5.52,0,0,1.044,104.739,0,0,242.676,3.344,0,0,8.104,0,0,14.483,0,10.214,3.936,0,2.459,331.252,10.325,38.277,0,44.817,0,0.713,224.871,0,9.853,0,0,0,0,1.791,0,0,38.688,0,0,0,54.208,0,0,0,6.07,0,10411.17,0,14.066,0,0,1278.427,53.822,76.299,0,0,0,0,550.149,153,23.91,0,695.145,3.872,0,3.638,0,0,0,22.951,178.531,0,7.555,18.29,0,0,14.629,0,787.752,0.542,0,14.8,134.071,0,0,61.409,0,2.41,6.414,0,482.368,0,521.226,374.852,433.363,286.892,0,5,0,0,309.004,0,0,0,0,0,0,479.723,0,0,0,0,0,0,0.826,12.33,0,0,92.397,0,0,0,0,1.09,0,0,0,0,0,0,0,0,0,0,1.157,0,0,0,0,0,34.343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZWE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP",0,92.232,250.408,0,0,0,523.565,433.423,55.213,13.812,0,0,135.948,0,1444.699,0,5.711,0,0,7.59,0,0.72,80.463,0,0,123.967,118.621,84.152,0,0,32.998,6.037,6.16,34.426,0,67.243,0,48.035,25.011,0,13.867,28.703,4287.808,0,0,1788.437,205.789,0,8.462,0,0,0,437.757,186,19.365,14.421,0,75.168,110.008,1007.202,3.238,0,18.595,0,4.308,4.817,0,62.979,26.851,0,35.951,0,24.406,0,1.822,0,124.36,0,15.399,3.254,188.863,0,262.909,19.238,0,648.51,0,82.106,37.147,0,0,40.085,15.188,0.956,0,9.222,68.778,7.845,927.928,3725.093,10.148,963.511,100.098,0.562,0,0,0,1.545,155.556,0,0,1.63,183.137,0,0,8.893,169.756,0,0,0,340.799,302.228,0,0,213.531,0,260.365,10.291,237.691,0,0,82.007,2234.89,0,1548.697,0,52.61,436.152,0,0,14.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.073,0,0,0,0,0,0,0,0,0,0,11.567,0,18.108,0,0,0,0,0,0,9.142,0,0,0,0,0,0,0,0,0,0,0,0,0
"SUR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWE",0,0,0,0,0,0,343.139,5319.233,416.215,0,0,0,199.385,7.514,890.458,0,0,3.936,0,0,0,0,391.618,0,0,142.409,4.956,77.017,0,0,12.089,129.397,2.811,64.575,0,2577.988,0,0,7.45,0,186.986,2811.426,1053.918,0,0,4812.343,92.004,0,1.673,0,0,2.819,309.273,26.285,15.187,24.035,7.872,77.599,24.474,690.297,0,0,773.524,0,55.95,0.702,4.639,129.76,0,0,0.843,140.119,10.562,0,0,0,120.018,0,0,1.453,127.637,0,8.017,32.614,0,1394.931,0,122.389,0,3.052,0,3929.039,2.952,1.124,0,5.293,7.579,18.415,172.807,326.716,0.843,10.885,44.985,0,0,0,0,0,26.147,0,0,116.231,86.044,25.717,0,25.829,29.383,4.558,353.556,0,0,489.19,0,0,244.255,0,33.457,14.758,93.344,0,0,52.902,2845.72,2.952,3474.589,0,11,250.652,0,0,0,0,0,0,0,0,6.888,0,0,0,0,0,0,0,15.322,0,0,0,0,0,0,0,0,0,1.265,0,0,0,0,0,0,0,0,0,0,0,0,3.373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHE",0,100.895,0,1.022,0,0,21.921,786.898,4406.261,11.216,0,0,983.839,26.366,333.058,0,0,235.957,0,0,3.697,0.906,572.97,0,30.665,86.884,1598.75,722.419,0,0,33.935,99.909,7.035,221.448,0,1162.73,0,0,70.777,0,0,1554.68,11996.964,0,0,32904.197,46.878,0,2.643,0,0,1.993,1587.71,312.032,63.331,73.932,35.626,268.582,421.602,3252.031,13.13,0,12002.145,4.224,6.899,262.207,0,2369.14,7.395,0,31.128,1.407,0,0,0,0,266.661,0,13.765,7.868,394.296,0,16.741,0,0,5516.584,3.671,388.596,10.576,1.272,0,785.942,0,4.173,0,0,67.28,15.069,490.188,164.966,0,160.489,1853.812,2.519,0,0,0,0,234.923,0,0,134.737,756.808,115.565,1.102,355.12,2303.036,699.288,2462.063,0,2175.56,0,0,0,547.388,0,32.804,160.952,574.4,0.863,5.323,1108.587,5333.261,0,7982.197,0,33.968,173.487,10.96,0,0,0,0,0,0,0,4.241,0,0,0,0,0,0,0,36.936,0,119.508,1.348,230.601,0,0,21.026,0,0,0,0,0,0,0,0,0,21.632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.761,0,0,0,0,0,0,0,0
"SYR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TJK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"THA",0,0,48.975,0,0,0,2.111,233.283,538.286,0,2.204,0,8.839,0,4.193,0,0,0,52.469,0,9.497,0.84,163.512,0,3.781,0,88.612,0,0,0,0,0,0,17.919,0,78.186,0,0,0,0,0,75.574,2383.408,0,0,5960.405,12.412,0,0,0,0,0,2355.452,0,3.151,6.338,0,0,0,2215.004,0,0,16643.227,0,0,0,0,50.491,0,0,0,0,0,0,1.172,0,381.14,0,0,10.982,26,0,0,3.698,0,748.397,0,3.19,0,0,0,0,0.535,0,0,0,0,13.381,0,94.073,0,0,0,0,0,0,0,0,0,0,0,0,6997.95,6.045,15.16,0,253.106,0,831.475,0,13.714,742.796,0,0,0,0,0,0,8.44,0,0,0,595.653,1.908,12726.263,0,4,97.809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565,0,0,0,0,0,0,108.455,0,0,0,0,0,0,3.552,0,0,0,0,4.124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.035,0,3.773,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.843,0,0,20.397,105.76,0,0,0,55.854,0,2.567,0,0,0,0,0,1.471,0,0,8.134,0,3.044,0,20.514,196.479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUN",0,23.995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.009,0,0,4.26,0,0,0,0,0,0,0,3,0,0,0,0,0,46.479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUR",3.977,190.706,0,0,0,11.582,0,0.742,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.17,19.861,0,0,0,0,0,0,0,0,32.472,0,0,144.52,7.423,0,0,0,0,0,0,0,0,0,0,0,29,3.758,0,0,16.778,15.757,19.599,0,0,0,0,17.5,5.5,0,0,0,0,0,0,0,0,0,0,19.507,40.72,0,0,32.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.143,92.711,0,0,0,0,0,0,0,0,0.663,3.613,0,0,0,0,0,32.38,0,0,14.358,0,0,0,0,1.061,0,0,0,0,15.104,2.2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.143,0,2.376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.422,0,0,0,14.089,0,0,0,0,0,0,0,0,0,0,0
"UGA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UKR",0,0,0,0,0,0,0,10.482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.578,0,0,0,10.205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.892,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,6.315,0,0,840.609,0,0,0,0,0,0,2.399,0,0,60.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EGY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.993,0,0,0,0,0,0,0,0,0,0,24.1,0,0,0,0,31.024,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,44.022,3.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
